model,ad_title,year,km,color,price,ad_date,location
"
                        1.6","















    1998-OTOMATİK-Vİ­TES-WOLSVAGEN-POL­O-LPGLİ-TERTEMİZ



","
                    1998","
                    235.000","
                    Mavi","
 31.000 TL","
01 Ocak

2020
","
                        KastamonuMerkez"
"
                        1.4 Comfortline","















    comfortline 1.4 klimalı



","
                    2001","
                    269.000","
                    Beyaz","
 36.000 TL","
01 Ocak

2020
","
                        KahramanmaraşDulkadiroğlu"
"
                        1.6 Classic","















    temiz beyaz kelebek
","
                    1999","
                    260.000","
                    Beyaz","
 22.000 TL","
01 Ocak

2020
","
                        MersinToroslar"
"
                        1.2 TDi Trendline","















    TEMİZ 1.2TDİ POLO



","
                    2013","
                    232.000","
                    Beyaz","
 54.900 TL","
01 Ocak

2020
","
                        AnkaraAkyurt"
"
                        1.6","















    HASTASINA NOKTA HATASIZ



","
                    2000","
                    250.000","
                    Beyaz","
 30.750 TL","
01 Ocak

2020
","
                        AdanaSeyhan"
"
                        1.6 Classic","















    sahibinden binilecek araba
","
                    1997","
                    260.000","
                    Kırmızı","
 21.000 TL","
01 Ocak

2020
","
                        İstanbulSultanbeyli"
"
                        1.6","















    AUTONAR DAN 97 MODEL POLO 1.6



","
                    1997","
                    235.000","
                    Yeşil","
 22.000 TL","
01 Ocak

2020
","
                        KonyaÇumra"
"
                        1.6","















    SELDEM MOTORS''DAN 1998 MODEL - LPG'Lİ - ORJİNAL - POLO



","
                    1998","
                    271.000","
                    Kırmızı","
 25.700 TL","
01 Ocak

2020
","
                        KonyaKaratay"
"
                        1.4 Basicline","















    KILINÇOĞULLARI OTOMOTİV GÜVENCESİYLE WOSWAGEN POLO



","
                    2004","
                    268.000","
                    Gümüş Gri","
 38.500 TL","
01 Ocak

2020
","
                        AdıyamanBesni"
"
                        1.4 TDi Trendline","















    Hatasız boyasız 1.4 Polo
","
                    2008","
                    232.000","
                    Gri","
 47.000 TL","
01 Ocak

2020
","
                        AntalyaMuratpaşa"
"
                        1.6","















    POLO 1.6 5 KAPI
","
                    1998","
                    244.000","
                    Kırmızı","
 23.900 TL","
01 Ocak

2020
","
                        BursaGürsu"
"
                        1.4 Basicline","















    WOLSWOGEN POLO 1.4 HİÇ TÜP TAKILMAMIŞ SORUNSUZ MASRAFSIZ



","
                    2004","
                    269.000","
                    Beyaz","
 35.500 TL","
01 Ocak

2020
","
                        ÇorumMerkez"
"
                        1.4 TDi Goal","















    PEHLİVANLAR'DAN 2006 1.4 TDI GOAL POLO TAKAS OLUR



","
                    2006","
                    240.000","
                    Beyaz","
 36.000 TL","
01 Ocak

2020
","
                        KayseriKocasinan"
"
                        1.6 Classic","















    Acil satılık
","
                    1997","
                    285.000","
                    Siyah","
 24.000 TL","
01 Ocak

2020
","
                        DüzceMerkez"
"
                        1.6","















    98 model 1.6 polo
","
                    1998","
                    257.000","
                    Bordo","
 23.998 TL","
01 Ocak

2020
","
                        İstanbulÜmraniye"
"
                        1.6","















    1.6 16 DEGİŞENSİZ 4 PARÇA BOYALI



","
                    1997","
                    250.000","
                    Beyaz","
 24.900 TL","
01 Ocak

2020
","
                        ÇorumMerkez"
"
                        1.6 Comfortline Classic","















    MÜKEMMEL TEMİZLİKTE KLİMALI



","
                    1998","
                    290.000","
                    Mavi","
 18.900 TL","
01 Ocak

2020
","
                        AfyonkarahisarŞuhut"
"
                        1.4","















    2004 MODEL VOLKSWAGEN 1.4 POLO SIFIR MUAYENE



","
                    2004","
                    230.000","
                    Gri","
 32.750 TL","
01 Ocak

2020
","
                        AntalyaSerik"
"
                        1.4 Basicline","















    SAHİBİNDEN ACİL SATILIK POLO
","
                    2005","
                    240.000","
                    Beyaz","
 34.000 TL","
01 Ocak

2020
","
                        KahramanmaraşOnikişubat"
"
                        1.4 TDi Primeline","















    EKONOMİK ŞEHİR İÇİ ARACI



","
                    2004","
                    251.000","
                    Gümüş Gri","
 29.999 TL","
01 Ocak

2020
","
                        İzmirGaziemir"
"
                        1.4 Trendline","















    ORJİNAL POLO ARAYANLARA yeni kasa



","
                    2005","
                    290.000","
                    Beyaz","
 38.750 TL","
01 Ocak

2020
","
                        AntalyaKorkuteli"
"
                        1.6","















    98 MODEL POLO
","
                    1998","
                    230.000","
                    Kırmızı","
 20.000 TL","
01 Ocak

2020
","
                        GaziantepŞahinbey"
"
                        1.4 Goal","















    Volkswagen Polo 1.4 GOAL



","
                    2007","
                    296.000","
                    Siyah","
 40.000 TL","
01 Ocak

2020
","
                        VanEdremit"
"
                        1.4 Comfortline","















    SAHİBİNDEN TERTEMİZ POLO
","
                    2000","
                    251.170","
                    Gri","
 29.250 TL","
01 Ocak

2020
","
                        DüzceMerkez"
"
                        1.6","















    ALICISINA HAYIRLI OLSUN
","
                    1997","
                    230.000","
                    Mavi","
 21.750 TL","
01 Ocak

2020
","
                        TekirdağKapaklı"
"
                        1.4 TDi Trendline","















    2004 1.4 TDİ POLO TRENDLİNE 320000 KM MOTOR DURUMU İYİ



","
                    2004","
                    320.000","
                    Beyaz","
 26.500 TL","
02 Ocak

2020
","
                        ManisaSoma"
"
                        1.4 TDi Goal","















    Opsiyonlanmıştır pazartesine kadar
","
                    2007","
                    272.000","
                    Beyaz","
 41.000 TL","
02 Ocak

2020
","
                        AfyonkarahisarMerkez"
"
                        1.6","















    Temiz kullanılmış Polo
","
                    1999","
                    230.000","
                    Beyaz","
 25.750 TL","
02 Ocak

2020
","
                        KonyaSelçuklu"
